X,Y,RowID,CrimeDateTime,CrimeCode,Location,Description,Inside_Outside,Weapon,Post,Gender,Age,Race,Ethnicity,District,Neighborhood,Latitude,Longitude,GeoLocation,Premise,VRIName,Total_Incidents
-76.6131,39.3209000000001,13787,2022/07/26 23:00:00+00,5F,2700 GUILFORD AVE,BURGLARY,,,512,M,27,WHITE,HISPANIC_OR_LATINO,NORTHERN,CHARLES VILLAGE,39.3209,-76.6131,"(39.3209,-76.6131)",,,1
-76.5722,39.2834,13790,2022/07/26 17:00:00+00,5F,3100 FAIT AVE,BURGLARY,,,214,M,34,WHITE,,SOUTHEAST,CANTON,39.2834,-76.5722,"(39.2834,-76.5722)",,,1
-76.5681,39.2875000000001,13903,2022/07/02 15:00:00+00,5A,3500 BANK ST,BURGLARY,,,225,M,38,WHITE,NOT_HISPANIC_OR_LATINO,SOUTHEAST,HIGHLANDTOWN,39.2875,-76.5681,"(39.2875,-76.5681)",,,1
-76.6337,39.3281000000001,13912,2022/07/02 19:00:00+00,5A,3300 FALLS RD,BURGLARY,,,531,F,38,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,HAMPDEN,39.3281,-76.6337,"(39.3281,-76.6337)",,,1
-76.6761,39.2966000000001,13935,2022/07/25 11:59:00+00,5A,700 N GRANTLEY ST,BURGLARY,,,815,F,53,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,SOUTHWEST,EDGEWOOD,39.2966,-76.6761,"(39.2966,-76.6761)",,,1
-76.7028999999999,39.3648000000001,14024,2022/07/25 12:00:00+00,5F,6900 PARK HEIGHTS AVE,BURGLARY,,,631,F,43,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,FALLSTAFF,39.3648,-76.7029,"(39.3648,-76.7029)",,,1
-76.6152,39.3134000000001,16384,2022/07/01 16:45:00+00,5F,2100 SAINT PAUL ST,BURGLARY,,,514,F,29,WHITE,,NORTHERN,CHARLES NORTH,39.3134,-76.6152,"(39.3134,-76.6152)",,,1
-76.6871,39.2765000000001,16391,2022/07/01 13:53:00+00,5A,500 YALE AVE,BURGLARY,,,833,F,23,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,SOUTHWEST,YALE HEIGHTS,39.2765,-76.6871,"(39.2765,-76.6871)",,,1
-76.6795,39.3360000000001,16392,2022/07/01 12:00:00+00,5F,3800 OAKFORD AVE,BURGLARY,,,623,M,70,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,NORTHWEST,DOLFIELD,39.336,-76.6795,"(39.336,-76.6795)",,,1
-76.5687,39.2316000000001,16393,2022/07/01 14:30:00+00,5B,3600 LEO ST,BURGLARY,,,912,,,,,SOUTHERN,FAIRFIELD AREA,39.2316,-76.5687,"(39.2316,-76.5687)",,,1
-76.6106,39.2706000000001,16426,2022/07/01 01:00:00+00,5B,200 E HEATH ST,BURGLARY,,,942,,,,,SOUTHERN,RIVERSIDE,39.2706,-76.6106,"(39.2706,-76.6106)",,,1
-76.6312,39.3311,16427,2022/07/01 04:28:00+00,5B,800 W 36TH ST,BURGLARY,,,531,,,,,NORTHERN,HAMPDEN,39.3311,-76.6312,"(39.3311,-76.6312)",,,1
-76.6716,39.311,16429,2022/07/01 00:00:00+00,5B,3200 CLIFTON AVE,BURGLARY,,,811,,,,,SOUTHWEST,WALBROOK,39.311,-76.6716,"(39.311,-76.6716)",,,1
-76.6709999999999,39.2856,16431,2022/07/01 12:28:00+00,5A,0 S ABINGTON AVE,BURGLARY,,,835,,,,,SOUTHWEST,CARROLL-SOUTH HILTON,39.2856,-76.671,"(39.2856,-76.671)",,,1
-76.7089999999999,39.3613,16443,2022/07/01 23:00:00+00,5F,6900 REISTERSTOWN RD,BURGLARY,,,631,F,30,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,NORTHWEST,FALLSTAFF,39.3613,-76.709,"(39.3613,-76.709)",,,1
-76.5995,39.3074,16444,2022/07/01 08:00:00+00,5A,1400 E OLIVER ST,BURGLARY,,,314,F,33,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,OLIVER,39.3074,-76.5995,"(39.3074,-76.5995)",,Eastern 1,1
-76.648,39.3068000000001,16445,2022/07/01 03:00:00+00,5A,1600 N MONROE ST,BURGLARY,,,735,M,57,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,WESTERN,EASTERWOOD,39.3068,-76.648,"(39.3068,-76.648)",,Western,1
-76.5687,39.2316000000001,16447,2022/07/01 14:30:00+00,5B,3600 LEO ST,BURGLARY,,,912,M,28,WHITE,,SOUTHERN,FAIRFIELD AREA,39.2316,-76.5687,"(39.2316,-76.5687)",,,1
-76.5631999999999,39.3692,16448,2022/07/01 00:05:00+00,5F,6800 STURBRIDGE DR,BURGLARY,,,423,F,20,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,HAMILTON HILLS,39.3692,-76.5632,"(39.3692,-76.5632)",,,1
-76.6555999999999,39.2892000000001,16453,2022/07/01 11:00:00+00,5F,100 N WARWICK AVE,BURGLARY,,,835,M,55,,MIDDLE_EASTERN,SOUTHWEST,PENROSE/FAYETTE STREET OUTREACH,39.2892,-76.6556,"(39.2892,-76.6556)",,,1
-76.5706,39.3632000000001,16462,2022/07/01 20:30:00+00,5A,2200 LOUISE AVE,BURGLARY,,,423,F,71,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,HAMILTON HILLS,39.3632,-76.5706,"(39.3632,-76.5706)",,,1
-76.6147999999999,39.2952000000001,16463,2022/07/01 01:00:00+00,5A,0 E FRANKLIN ST,BURGLARY,,,124,M,53,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,CENTRAL,MOUNT VERNON,39.2952,-76.6148,"(39.2952,-76.6148)",,,1
-76.6346,39.2991000000001,16962,2022/07/01 08:00:00+00,5F,1000 W LAFAYETTE AVE,BURGLARY,,,724,M,76,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,WESTERN,HARLEM PARK,39.2991,-76.6346,"(39.2991,-76.6346)",,Central,1
