"","date","block","plot","rep","t_num","g_ht","clip_id","d_sub2","clip"
"1","6/19/2021",1,"CT",1,1,7.5,"PU2",10,"PU"
"2","6/19/2021",1,"CT",1,2,4,"PR2",10,"PR"
"3","6/19/2021",1,"CT",1,2,5.5,"PU1",10,"PU"
"4","6/19/2021",1,"CT",1,3,6.5,"PR1",10,"PR"
"5","6/19/2021",1,"CT",1,3,9.25,"CT1",10,"CT"
"6","6/19/2021",1,"CT",1,3,14,"CT2",10,"CT"
"7","6/19/2021",1,"CT",2,2,6.5,"PR2",10,"PR"
"8","6/19/2021",1,"CT",2,2,10,"PR1",10,"PR"
"9","6/19/2021",1,"CT",2,2,10.5,"PU2",10,"PU"
"10","6/19/2021",1,"CT",2,2,12,"PU1",10,"PU"
"11","6/19/2021",1,"CT",2,3,11,"CT1",10,"CT"
"12","6/19/2021",1,"CT",2,3,14,"CT2",10,"CT"
"13","6/19/2021",1,"CT",3,2,4.5,"PR2",10,"PR"
"14","6/19/2021",1,"CT",3,2,6.5,"PR1",10,"PR"
"15","6/19/2021",1,"CT",3,3,8.9,"PU1",10,"PU"
"16","6/19/2021",1,"CT",3,3,10.2,"PU2",10,"PU"
"17","6/19/2021",1,"CT",3,3,12,"CT2",10,"CT"
"18","6/19/2021",1,"CT",3,3,19,"CT1",10,"CT"
"19","6/19/2021",1,"CT",4,2,5,"PR2",10,"PR"
"20","6/19/2021",1,"CT",4,2,6,"PR1",10,"PR"
"21","6/19/2021",1,"CT",4,2,7.1,"PU1",10,"PU"
"22","6/19/2021",1,"CT",4,2,12,"CT1",10,"CT"
"23","6/19/2021",1,"CT",4,3,12,"PU2",10,"PU"
"24","6/19/2021",1,"CT",4,3,16,"CT2",10,"CT"
"25","6/19/2021",1,"CT",5,1,6.3,"PU2",10,"PU"
"26","6/19/2021",1,"CT",5,2,5,"PR1",10,"PR"
"27","6/19/2021",1,"CT",5,2,8,"PR2",10,"PR"
"28","6/19/2021",1,"CT",5,3,8.7,"PU1",10,"PU"
"29","6/19/2021",1,"CT",5,3,9,"CT2",10,"CT"
"30","6/19/2021",1,"CT",5,3,9.25,"CT1",10,"CT"
"31","6/19/2021",1,"CT",6,2,6,"PR2",10,"PR"
"32","6/19/2021",1,"CT",6,2,7.5,"CT1",10,"CT"
"33","6/19/2021",1,"CT",6,2,8.5,"PU2",10,"PU"
"34","6/19/2021",1,"CT",6,3,5.5,"PR1",10,"PR"
"35","6/19/2021",1,"CT",6,3,9,"PU1",10,"PU"
"36","6/19/2021",1,"CT",6,3,9.5,"CT2",10,"CT"
"37","6/19/2021",1,"CT",7,2,2.9,"PU2",10,"PU"
"38","6/19/2021",1,"CT",7,2,7,"CT1",10,"CT"
"39","6/19/2021",1,"CT",7,2,8,"PR1",10,"PR"
"40","6/19/2021",1,"CT",7,3,8.5,"PU1",10,"PU"
"41","6/19/2021",1,"CT",7,3,16,"CT2",10,"CT"
"42","6/19/2021",1,"CT",7,4,6,"PR2",10,"PR"
"43","6/19/2021",1,"CT",8,2,7.5,"CT1",10,"CT"
"44","6/19/2021",1,"CT",8,2,9,"PU1",10,"PU"
"45","6/19/2021",1,"CT",8,2,9.5,"PU2",10,"PU"
"46","6/19/2021",1,"CT",8,2,12,"CT2",10,"CT"
"47","6/19/2021",1,"CT",8,3,9,"PR1",10,"PR"
"48","6/19/2021",1,"CT",8,4,6,"PR2",10,"PR"
"49","6/19/2021",1,"CT",9,2,3.5,"PR2",10,"PR"
"50","6/19/2021",1,"CT",9,2,9.1,"PU1",10,"PU"
"51","6/19/2021",1,"CT",9,2,10.5,"PU2",10,"PU"
"52","6/19/2021",1,"CT",9,2,11,"CT1",10,"CT"
"53","6/19/2021",1,"CT",9,3,5.5,"PR1",10,"PR"
"54","6/19/2021",1,"CT",9,3,12,"CT2",10,"CT"
"55","6/19/2021",1,"CT",10,2,2,"PU1",10,"PU"
"56","6/19/2021",1,"CT",10,2,2.7,"PR2",10,"PR"
"57","6/19/2021",1,"CT",10,2,5,"PR1",10,"PR"
"58","6/19/2021",1,"CT",10,2,8,"CT1",10,"CT"
"59","6/19/2021",1,"CT",10,3,11.5,"PU2",10,"PU"
"60","6/19/2021",1,"CT",10,3,13,"CT2",10,"CT"
"61","6/19/2021",1,"F10",1,2,5,"PR1",10,"PR"
"62","6/19/2021",1,"F10",1,2,7.5,"PU1",10,"PU"
"63","6/19/2021",1,"F10",1,2,12.1,"CT2",10,"CT"
"64","6/19/2021",1,"F10",1,3,9.5,"PR2",10,"PR"
"65","6/19/2021",1,"F10",1,3,10.5,"PU2",10,"PU"
"66","6/19/2021",1,"F10",1,3,12,"CT1",10,"CT"
"67","6/19/2021",1,"F10",2,2,2,"PR1",10,"PR"
"68","6/19/2021",1,"F10",2,2,8.5,"PU1",10,"PU"
"69","6/19/2021",1,"F10",2,2,9.2,"CT2",10,"CT"
"70","6/19/2021",1,"F10",2,3,8,"PR2",10,"PR"
"71","6/19/2021",1,"F10",2,3,10,"CT1",10,"CT"
"72","6/19/2021",1,"F10",2,7,12.5,"PU2",10,"PU"
"73","6/19/2021",1,"F10",3,2,11,"PR2",10,"PR"
"74","6/19/2021",1,"F10",3,2,16.5,"PU1",10,"PU"
"75","6/19/2021",1,"F10",3,3,5,"PR1",10,"PR"
"76","6/19/2021",1,"F10",3,3,10,"CT1",10,"CT"
"77","6/19/2021",1,"F10",3,3,14.3,"PU2",10,"PU"
"78","6/19/2021",1,"F10",3,4,11.3,"CT2",10,"CT"
"79","6/19/2021",1,"F10",4,2,14,"CT1",10,"CT"
"80","6/19/2021",1,"F10",4,3,8.2,"PR1",10,"PR"
"81","6/19/2021",1,"F10",4,3,8.5,"PR2",10,"PR"
"82","6/19/2021",1,"F10",4,3,8.6,"CT2",10,"CT"
"83","6/19/2021",1,"F10",4,3,17.5,"PU1",10,"PU"
"84","6/19/2021",1,"F10",4,6,19,"PU2",10,"PU"
"85","6/19/2021",1,"F10",5,2,5.5,"PR1",10,"PR"
"86","6/19/2021",1,"F10",5,2,11,"CT2",10,"CT"
"87","6/19/2021",1,"F10",5,2,15.2,"PU2",10,"PU"
"88","6/19/2021",1,"F10",5,3,10,"PR2",10,"PR"
"89","6/19/2021",1,"F10",5,3,11.5,"CT1",10,"CT"
"90","6/19/2021",1,"F10",5,3,19,"PU1",10,"PU"
"91","6/19/2021",1,"F10",6,1,6,"CT1",10,"CT"
"92","6/19/2021",1,"F10",6,2,10.5,"CT2",10,"CT"
"93","6/19/2021",1,"F10",6,2,11.5,"PU1",10,"PU"
"94","6/19/2021",1,"F10",6,2,12.5,"PU2",10,"PU"
"95","6/19/2021",1,"F10",6,3,5,"PR1",10,"PR"
"96","6/19/2021",1,"F10",6,3,12.25,"PR2",10,"PR"
"97","6/19/2021",1,"F10",7,1,9,"CT1",10,"CT"
"98","6/19/2021",1,"F10",7,2,6.6,"PR1",10,"PR"
"99","6/19/2021",1,"F10",7,2,12.5,"PU2",10,"PU"
"100","6/19/2021",1,"F10",7,2,15.5,"PU1",10,"PU"
"101","6/19/2021",1,"F10",7,3,8.5,"PR2",10,"PR"
"102","6/19/2021",1,"F10",7,4,8.1,"CT2",10,"CT"
"103","6/19/2021",1,"F10",8,2,4.3,"PR1",10,"PR"
"104","6/19/2021",1,"F10",8,2,11.5,"PU1",10,"PU"
"105","6/19/2021",1,"F10",8,2,16,"PU2",10,"PU"
"106","6/19/2021",1,"F10",8,3,8.25,"PR2",10,"PR"
"107","6/19/2021",1,"F10",8,3,10,"CT1",10,"CT"
"108","6/19/2021",1,"F10",8,4,10.8,"CT2",10,"CT"
"109","6/19/2021",1,"F10",9,1,7.5,"PR1",10,"PR"
"110","6/19/2021",1,"F10",9,2,8,"PR2",10,"PR"
"111","6/19/2021",1,"F10",9,2,10,"CT2",10,"CT"
"112","6/19/2021",1,"F10",9,2,13.5,"PU1",10,"PU"
"113","6/19/2021",1,"F10",9,3,10,"CT1",10,"CT"
"114","6/19/2021",1,"F10",9,3,10,"PU2",10,"PU"
"115","6/19/2021",1,"F10",10,2,6,"PR1",10,"PR"
"116","6/19/2021",1,"F10",10,2,9.5,"PU2",10,"PU"
"117","6/19/2021",1,"F10",10,2,9.6,"CT2",10,"CT"
"118","6/19/2021",1,"F10",10,2,10.5,"PU1",10,"PU"
"119","6/19/2021",1,"F10",10,2,11.5,"CT1",10,"CT"
"120","6/19/2021",1,"F10",10,3,12,"PR2",10,"PR"
"121","6/19/2021",1,"F2",1,1,9.5,"CT1",10,"CT"
"122","6/19/2021",1,"F2",1,2,6,"PU2",10,"PU"
"123","6/19/2021",1,"F2",1,2,6.5,"PR2",10,"PR"
"124","6/19/2021",1,"F2",1,2,9.25,"PU1",10,"PU"
"125","6/19/2021",1,"F2",1,3,8.5,"PR1",10,"PR"
"126","6/19/2021",1,"F2",1,4,8.5,"CT2",10,"CT"
"127","6/19/2021",1,"F2",2,1,5,"CT2",10,"CT"
"128","6/19/2021",1,"F2",2,2,3,"PU2",10,"PU"
"129","6/19/2021",1,"F2",2,2,8,"PR2",10,"PR"
"130","6/19/2021",1,"F2",2,3,6,"PR1",10,"PR"
"131","6/19/2021",1,"F2",2,3,12,"CT1",10,"CT"
"132","6/19/2021",1,"F2",2,3,12,"PU1",10,"PU"
"133","6/19/2021",1,"F2",3,2,5.5,"PR2",10,"PR"
"134","6/19/2021",1,"F2",3,2,13.5,"CT1",10,"CT"
"135","6/19/2021",1,"F2",3,3,5,"PR1",10,"PR"
"136","6/19/2021",1,"F2",3,3,7,"PU2",10,"PU"
"137","6/19/2021",1,"F2",3,3,13,"CT2",10,"CT"
"138","6/19/2021",1,"F2",3,4,12.5,"PU1",10,"PU"
"139","6/19/2021",1,"F2",4,2,4,"CT1",10,"CT"
"140","6/19/2021",1,"F2",4,2,5,"PU2",10,"PU"
"141","6/19/2021",1,"F2",4,3,5.5,"PR1",10,"PR"
"142","6/19/2021",1,"F2",4,3,7,"PR2",10,"PR"
"143","6/19/2021",1,"F2",4,3,18,"CT2",10,"CT"
"144","6/19/2021",1,"F2",4,4,8,"PU1",10,"PU"
"145","6/19/2021",1,"F2",5,2,5.5,"PR1",10,"PR"
"146","6/19/2021",1,"F2",5,2,7.5,"PU2",10,"PU"
"147","6/19/2021",1,"F2",5,2,8.5,"PR2",10,"PR"
"148","6/19/2021",1,"F2",5,2,9,"CT1",10,"CT"
"149","6/19/2021",1,"F2",5,3,9,"PU1",10,"PU"
"150","6/19/2021",1,"F2",5,3,10.5,"CT2",10,"CT"
"151","6/19/2021",1,"F2",6,1,6.5,"PR2",10,"PR"
"152","6/19/2021",1,"F2",6,2,7,"PU1",10,"PU"
"153","6/19/2021",1,"F2",6,2,7.5,"PU2",10,"PU"
"154","6/19/2021",1,"F2",6,3,9,"PR1",10,"PR"
"155","6/19/2021",1,"F2",6,3,9.5,"CT2",10,"CT"
"156","6/19/2021",1,"F2",6,3,12.5,"CT1",10,"CT"
"157","6/19/2021",1,"F2",7,1,4.5,"CT1",10,"CT"
"158","6/19/2021",1,"F2",7,1,5.5,"PU2",10,"PU"
"159","6/19/2021",1,"F2",7,2,5.5,"PR1",10,"PR"
"160","6/19/2021",1,"F2",7,2,11.5,"CT2",10,"CT"
"161","6/19/2021",1,"F2",7,2,12,"PU1",10,"PU"
"162","6/19/2021",1,"F2",7,3,7,"PR2",10,"PR"
"163","6/19/2021",1,"F2",8,2,8.5,"PR1",10,"PR"
"164","6/19/2021",1,"F2",8,3,6.5,"PR2",10,"PR"
"165","6/19/2021",1,"F2",8,3,9,"CT1",10,"CT"
"166","6/19/2021",1,"F2",8,3,10.5,"CT2",10,"CT"
"167","6/19/2021",1,"F2",8,3,11,"PU1",10,"PU"
"168","6/19/2021",1,"F2",8,4,10,"PU2",10,"PU"
"169","6/19/2021",1,"F2",9,2,7,"PR2",10,"PR"
"170","6/19/2021",1,"F2",9,2,7.5,"PR1",10,"PR"
"171","6/19/2021",1,"F2",9,2,9.5,"CT1",10,"CT"
"172","6/19/2021",1,"F2",9,2,12,"CT2",10,"CT"
"173","6/19/2021",1,"F2",9,2,12.75,"PU1",10,"PU"
"174","6/19/2021",1,"F2",9,3,7,"PU2",10,"PU"
"175","6/19/2021",1,"F2",10,1,13,"CT2",10,"CT"
"176","6/19/2021",1,"F2",10,2,7,"PU1",10,"PU"
"177","6/19/2021",1,"F2",10,2,11.5,"CT1",10,"CT"
"178","6/19/2021",1,"F2",10,3,8.5,"PR1",10,"PR"
"179","6/19/2021",1,"F2",10,4,3.5,"PU2",10,"PU"
"180","6/19/2021",1,"F2",10,4,6,"PR2",10,"PR"
"181","6/19/2021",1,"F5",1,2,5,"PU1",10,"PU"
"182","6/19/2021",1,"F5",1,2,12,"CT2",10,"CT"
"183","6/19/2021",1,"F5",1,2,12.5,"PR2",10,"PR"
"184","6/19/2021",1,"F5",1,2,13.5,"PU2",10,"PU"
"185","6/19/2021",1,"F5",1,3,11,"PR1",10,"PR"
"186","6/19/2021",1,"F5",1,3,18,"CT1",10,"CT"
"187","6/19/2021",1,"F5",2,1,9,"PU2",10,"PU"
"188","6/19/2021",1,"F5",2,2,9.5,"CT2",10,"CT"
"189","6/19/2021",1,"F5",2,2,12,"PR1",10,"PR"
"190","6/19/2021",1,"F5",2,2,12.5,"PU1",10,"PU"
"191","6/19/2021",1,"F5",2,3,5.5,"PR2",10,"PR"
"192","6/19/2021",1,"F5",2,3,10.5,"CT1",10,"CT"
"193","6/19/2021",1,"F5",3,1,3,"CT2",10,"CT"
"194","6/19/2021",1,"F5",3,2,6.5,"PR2",10,"PR"
"195","6/19/2021",1,"F5",3,2,6.5,"PU1",10,"PU"
"196","6/19/2021",1,"F5",3,2,9.5,"PU2",10,"PU"
"197","6/19/2021",1,"F5",3,3,10.5,"PR1",10,"PR"
"198","6/19/2021",1,"F5",3,3,16,"CT1",10,"CT"
"199","6/19/2021",1,"F5",4,1,3,"PR2",10,"PR"
"200","6/19/2021",1,"F5",4,2,5.5,"PR1",10,"PR"
"201","6/19/2021",1,"F5",4,2,7,"CT2",10,"CT"
"202","6/19/2021",1,"F5",4,2,9.5,"PU1",10,"PU"
"203","6/19/2021",1,"F5",4,2,12,"CT1",10,"CT"
"204","6/19/2021",1,"F5",4,3,11.5,"PU2",10,"PU"
"205","6/19/2021",1,"F5",5,1,5,"CT2",10,"CT"
"206","6/19/2021",1,"F5",5,2,4,"PR2",10,"PR"
"207","6/19/2021",1,"F5",5,2,7,"PU2",10,"PU"
"208","6/19/2021",1,"F5",5,2,7.5,"PR1",10,"PR"
"209","6/19/2021",1,"F5",5,2,16,"CT1",10,"CT"
"210","6/19/2021",1,"F5",5,3,12,"PU1",10,"PU"
"211","6/19/2021",1,"F5",6,2,3,"PR2",10,"PR"
"212","6/19/2021",1,"F5",6,2,7.5,"PU1",10,"PU"
"213","6/19/2021",1,"F5",6,2,8.5,"CT2",10,"CT"
"214","6/19/2021",1,"F5",6,2,9,"CT1",10,"CT"
"215","6/19/2021",1,"F5",6,2,9.5,"PR1",10,"PR"
"216","6/19/2021",1,"F5",6,2,12,"PU2",10,"PU"
"217","6/19/2021",1,"F5",7,1,9.5,"PU1",10,"PU"
"218","6/19/2021",1,"F5",7,2,3,"PR2",10,"PR"
"219","6/19/2021",1,"F5",7,2,6,"CT1",10,"CT"
"220","6/19/2021",1,"F5",7,3,11.5,"PR1",10,"PR"
"221","6/19/2021",1,"F5",7,3,12,"CT2",10,"CT"
"222","6/19/2021",1,"F5",7,3,14,"PU2",10,"PU"
"223","6/19/2021",1,"F5",8,2,5.5,"PR2",10,"PR"
"224","6/19/2021",1,"F5",8,2,11,"CT2",10,"CT"
"225","6/19/2021",1,"F5",8,2,12,"PU1",10,"PU"
"226","6/19/2021",1,"F5",8,2,15,"PU2",10,"PU"
"227","6/19/2021",1,"F5",8,3,16,"CT1",10,"CT"
"228","6/19/2021",1,"F5",8,5,15.5,"PR1",10,"PR"
"229","6/19/2021",1,"F5",9,1,7,"CT1",10,"CT"
"230","6/19/2021",1,"F5",9,2,9,"PR2",10,"PR"
"231","6/19/2021",1,"F5",9,2,10.5,"PR1",10,"PR"
"232","6/19/2021",1,"F5",9,3,8.5,"PU1",10,"PU"
"233","6/19/2021",1,"F5",9,3,10,"CT2",10,"CT"
"234","6/19/2021",1,"F5",9,3,13,"PU2",10,"PU"
"235","6/19/2021",1,"F5",10,2,1,"PR2",10,"PR"
"236","6/19/2021",1,"F5",10,2,11,"CT2",10,"CT"
"237","6/19/2021",1,"F5",10,2,12,"CT1",10,"CT"
"238","6/19/2021",1,"F5",10,2,12,"PU1",10,"PU"
"239","6/19/2021",1,"F5",10,2,13,"PR1",10,"PR"
"240","6/19/2021",1,"F5",10,2,14,"PU2",10,"PU"
"241","6/19/2021",2,"CT",1,2,5,"PR1",10,"PR"
"242","6/19/2021",2,"CT",1,2,7.5,"CT2",10,"CT"
"243","6/19/2021",2,"CT",1,2,9,"PR2",10,"PR"
"244","6/19/2021",2,"CT",1,3,7.6,"PU2",10,"PU"
"245","6/19/2021",2,"CT",1,3,8.5,"PU1",10,"PU"
"246","6/19/2021",2,"CT",1,3,13.1,"CT1",10,"CT"
"247","6/19/2021",2,"CT",2,2,5.5,"PR2",10,"PR"
"248","6/19/2021",2,"CT",2,2,10.1,"PU2",10,"PU"
"249","6/19/2021",2,"CT",2,3,8.5,"PR1",10,"PR"
"250","6/19/2021",2,"CT",2,3,8.5,"PU1",10,"PU"
"251","6/19/2021",2,"CT",2,3,9,"CT2",10,"CT"
"252","6/19/2021",2,"CT",2,3,12.4,"CT1",10,"CT"
"253","6/19/2021",2,"CT",3,2,8.5,"PR2",10,"PR"
"254","6/19/2021",2,"CT",3,2,11,"PR1",10,"PR"
"255","6/19/2021",2,"CT",3,2,12,"PU1",10,"PU"
"256","6/19/2021",2,"CT",3,3,9.5,"PU2",10,"PU"
"257","6/19/2021",2,"CT",3,3,11.3,"CT1",10,"CT"
"258","6/19/2021",2,"CT",3,3,12.1,"CT2",10,"CT"
"259","6/19/2021",2,"CT",4,1,5,"PU1",10,"PU"
"260","6/19/2021",2,"CT",4,2,7,"PR2",10,"PR"
"261","6/19/2021",2,"CT",4,2,8.5,"PR1",10,"PR"
"262","6/19/2021",2,"CT",4,2,9.75,"CT2",10,"CT"
"263","6/19/2021",2,"CT",4,3,6.8,"PU2",10,"PU"
"264","6/19/2021",2,"CT",4,3,11.1,"CT1",10,"CT"
"265","6/19/2021",2,"CT",5,2,4,"PR1",10,"PR"
"266","6/19/2021",2,"CT",5,2,5.5,"PR2",10,"PR"
"267","6/19/2021",2,"CT",5,2,10.5,"PU1",10,"PU"
"268","6/19/2021",2,"CT",5,3,10.7,"PU2",10,"PU"
"269","6/19/2021",2,"CT",5,3,11.6,"CT1",10,"CT"
"270","6/19/2021",2,"CT",5,3,12,"CT2",10,"CT"
"271","6/19/2021",2,"CT",6,3,8.1,"PU2",10,"PU"
"272","6/19/2021",2,"CT",6,3,9,"PR1",10,"PR"
"273","6/19/2021",2,"CT",6,3,9,"PU1",10,"PU"
"274","6/19/2021",2,"CT",6,3,9.5,"PR2",10,"PR"
"275","6/19/2021",2,"CT",6,3,11,"CT2",10,"CT"
"276","6/19/2021",2,"CT",6,3,15,"CT1",10,"CT"
"277","6/19/2021",2,"CT",7,2,12.5,"CT2",10,"CT"
"278","6/19/2021",2,"CT",7,3,5.5,"PR2",10,"PR"
"279","6/19/2021",2,"CT",7,3,9.5,"PU1",10,"PU"
"280","6/19/2021",2,"CT",7,3,10.5,"PR1",10,"PR"
"281","6/19/2021",2,"CT",7,3,11.6,"PU2",10,"PU"
"282","6/19/2021",2,"CT",7,3,13.8,"CT1",10,"CT"
"283","6/19/2021",2,"CT",8,3,6,"PR2",10,"PR"
"284","6/19/2021",2,"CT",8,3,8.5,"PU1",10,"PU"
"285","6/19/2021",2,"CT",8,3,9,"CT2",10,"CT"
"286","6/19/2021",2,"CT",8,3,11,"CT1",10,"CT"
"287","6/19/2021",2,"CT",8,3,12.5,"PR1",10,"PR"
"288","6/19/2021",2,"CT",8,4,12.1,"PU2",10,"PU"
"289","6/19/2021",2,"CT",9,2,9,"PU1",10,"PU"
"290","6/19/2021",2,"CT",9,3,8,"PR1",10,"PR"
"291","6/19/2021",2,"CT",9,3,8,"PR2",10,"PR"
"292","6/19/2021",2,"CT",9,3,8.5,"CT2",10,"CT"
"293","6/19/2021",2,"CT",9,3,13.4,"CT1",10,"CT"
"294","6/19/2021",2,"CT",9,4,13,"PU2",10,"PU"
"295","6/19/2021",2,"CT",10,2,8.3,"PU2",10,"PU"
"296","6/19/2021",2,"CT",10,3,5,"PR1",10,"PR"
"297","6/19/2021",2,"CT",10,3,8.5,"PR2",10,"PR"
"298","6/19/2021",2,"CT",10,3,9.5,"PU1",10,"PU"
"299","6/19/2021",2,"CT",10,3,11,"CT2",10,"CT"
"300","6/19/2021",2,"CT",10,3,12,"CT1",10,"CT"
"301","6/19/2021",2,"F10",1,2,8.5,"CT2",10,"CT"
"302","6/19/2021",2,"F10",1,2,12.5,"PR1",10,"PR"
"303","6/19/2021",2,"F10",1,2,16.4,"PU2",10,"PU"
"304","6/19/2021",2,"F10",1,3,9,"PR2",10,"PR"
"305","6/19/2021",2,"F10",1,3,15,"CT1",10,"CT"
"306","6/19/2021",2,"F10",1,3,16,"PU1",10,"PU"
"307","6/19/2021",2,"F10",2,2,11.5,"PR2",10,"PR"
"308","6/19/2021",2,"F10",2,2,12.7,"PU2",10,"PU"
"309","6/19/2021",2,"F10",2,2,17.5,"PU1",10,"PU"
"310","6/19/2021",2,"F10",2,3,8.5,"PR1",10,"PR"
"311","6/19/2021",2,"F10",2,3,11.2,"CT1",10,"CT"
"312","6/19/2021",2,"F10",2,3,19.5,"CT2",10,"CT"
"313","6/19/2021",2,"F10",3,1,16.5,"PU2",10,"PU"
"314","6/19/2021",2,"F10",3,2,6,"PR1",10,"PR"
"315","6/19/2021",2,"F10",3,2,11,"PR2",10,"PR"
"316","6/19/2021",2,"F10",3,2,22.7,"CT2",10,"CT"
"317","6/19/2021",2,"F10",3,3,12.5,"PU1",10,"PU"
"318","6/19/2021",2,"F10",3,3,18.5,"CT1",10,"CT"
"319","6/19/2021",2,"F10",4,2,8.5,"PU2",10,"PU"
"320","6/19/2021",2,"F10",4,2,13.5,"PR2",10,"PR"
"321","6/19/2021",2,"F10",4,3,16.5,"PU1",10,"PU"
"322","6/19/2021",2,"F10",4,3,17.5,"CT2",10,"CT"
"323","6/19/2021",2,"F10",4,4,8.5,"PR1",10,"PR"
"324","6/19/2021",2,"F10",4,4,16.1,"CT1",10,"CT"
"325","6/19/2021",2,"F10",5,2,9.5,"PR2",10,"PR"
"326","6/19/2021",2,"F10",5,2,11.5,"PR1",10,"PR"
"327","6/19/2021",2,"F10",5,2,14.8,"PU2",10,"PU"
"328","6/19/2021",2,"F10",5,2,15,"CT2",10,"CT"
"329","6/19/2021",2,"F10",5,3,12.4,"CT1",10,"CT"
"330","6/19/2021",2,"F10",5,3,13,"PU1",10,"PU"
"331","6/19/2021",2,"F10",6,2,11,"PR1",10,"PR"
"332","6/19/2021",2,"F10",6,2,11.5,"PR2",10,"PR"
"333","6/19/2021",2,"F10",6,2,16,"PU1",10,"PU"
"334","6/19/2021",2,"F10",6,3,14.5,"PU2",10,"PU"
"335","6/19/2021",2,"F10",6,3,15.5,"CT1",10,"CT"
"336","6/19/2021",2,"F10",6,3,16.5,"CT2",10,"CT"
"337","6/19/2021",2,"F10",7,2,10,"PR1",10,"PR"
"338","6/19/2021",2,"F10",7,2,10,"PR2",10,"PR"
"339","6/19/2021",2,"F10",7,2,16,"PU1",10,"PU"
"340","6/19/2021",2,"F10",7,2,17.5,"CT2",10,"CT"
"341","6/19/2021",2,"F10",7,3,10.5,"PU2",10,"PU"
"342","6/19/2021",2,"F10",7,3,14.1,"CT1",10,"CT"
"343","6/19/2021",2,"F10",8,1,14.5,"PU2",10,"PU"
"344","6/19/2021",2,"F10",8,2,11,"PU1",10,"PU"
"345","6/19/2021",2,"F10",8,2,12,"PR2",10,"PR"
"346","6/19/2021",2,"F10",8,2,20,"CT2",10,"CT"
"347","6/19/2021",2,"F10",8,3,10.5,"CT1",10,"CT"
"348","6/19/2021",2,"F10",8,3,10.5,"PR1",10,"PR"
"349","6/19/2021",2,"F10",9,2,8,"PR1",10,"PR"
"350","6/19/2021",2,"F10",9,2,11.5,"PU1",10,"PU"
"351","6/19/2021",2,"F10",9,2,12,"PR2",10,"PR"
"352","6/19/2021",2,"F10",9,2,17,"PU2",10,"PU"
"353","6/19/2021",2,"F10",9,3,14.9,"CT2",10,"CT"
"354","6/19/2021",2,"F10",9,4,15.4,"CT1",10,"CT"
"355","6/19/2021",2,"F10",10,2,12,"PR2",10,"PR"
"356","6/19/2021",2,"F10",10,2,14.5,"CT1",10,"CT"
"357","6/19/2021",2,"F10",10,2,14.5,"PU2",10,"PU"
"358","6/19/2021",2,"F10",10,3,7.5,"PR1",10,"PR"
"359","6/19/2021",2,"F10",10,3,11.5,"CT2",10,"CT"
"360","6/19/2021",2,"F10",10,3,21,"PU1",10,"PU"
"361","6/19/2021",2,"F2",1,2,8.3,"PR2",10,"PR"
"362","6/19/2021",2,"F2",1,2,16,"CT1",10,"CT"
"363","6/19/2021",2,"F2",1,3,9,"CT2",10,"CT"
"364","6/19/2021",2,"F2",1,3,9.5,"PR1",10,"PR"
"365","6/19/2021",2,"F2",1,3,13.5,"PU1",10,"PU"
"366","6/19/2021",2,"F2",1,4,12,"PU2",10,"PU"
"367","6/19/2021",2,"F2",2,2,9.4,"PR2",10,"PR"
"368","6/19/2021",2,"F2",2,2,10.5,"PU2",10,"PU"
"369","6/19/2021",2,"F2",2,2,15.6,"CT2",10,"CT"
"370","6/19/2021",2,"F2",2,3,8,"PR1",10,"PR"
"371","6/19/2021",2,"F2",2,3,13.5,"CT1",10,"CT"
"372","6/19/2021",2,"F2",2,4,15,"PU1",10,"PU"
"373","6/19/2021",2,"F2",3,2,9.4,"PR1",10,"PR"
"374","6/19/2021",2,"F2",3,2,9.5,"PU2",10,"PU"
"375","6/19/2021",2,"F2",3,3,9,"CT1",10,"CT"
"376","6/19/2021",2,"F2",3,3,13,"PU1",10,"PU"
"377","6/19/2021",2,"F2",3,3,16,"CT2",10,"CT"
"378","6/19/2021",2,"F2",3,4,9.5,"PR2",10,"PR"
"379","6/19/2021",2,"F2",4,2,7.5,"PR2",10,"PR"
"380","6/19/2021",2,"F2",4,2,8.5,"PU2",10,"PU"
"381","6/19/2021",2,"F2",4,2,12,"CT1",10,"CT"
"382","6/19/2021",2,"F2",4,2,15,"CT2",10,"CT"
"383","6/19/2021",2,"F2",4,3,5,"PR1",10,"PR"
"384","6/19/2021",2,"F2",4,3,15,"PU1",10,"PU"
"385","6/19/2021",2,"F2",5,2,5.4,"PR2",10,"PR"
"386","6/19/2021",2,"F2",5,2,13.2,"CT2",10,"CT"
"387","6/19/2021",2,"F2",5,2,14,"CT1",10,"CT"
"388","6/19/2021",2,"F2",5,2,14,"PU1",10,"PU"
"389","6/19/2021",2,"F2",5,3,7.5,"PR1",10,"PR"
"390","6/19/2021",2,"F2",5,4,13.5,"PU2",10,"PU"
"391","6/19/2021",2,"F2",6,2,8.5,"PR2",10,"PR"
"392","6/19/2021",2,"F2",6,2,12.5,"CT1",10,"CT"
"393","6/19/2021",2,"F2",6,3,11.4,"PR1",10,"PR"
"394","6/19/2021",2,"F2",6,3,11.5,"PU2",10,"PU"
"395","6/19/2021",2,"F2",6,3,12.5,"PU1",10,"PU"
"396","6/19/2021",2,"F2",6,4,11.2,"CT2",10,"CT"
"397","6/19/2021",2,"F2",7,1,13,"CT1",10,"CT"
